@RELATION cluster_test
@ATTRIBUTE x continuous
@ATTRIBUTE y continuous
@ATTRIBUTE color {r,g,b}
@DATA
-51.154953216246724,8.14759369986901,r
-70.76818977999321,34.003706397458025,r
35.16081079853733,87.73004750130227,r
-44.69631424966657,62.20996888824955,r
-82.49635854266359,46.096093647995474,r
40.009856485934975,-67.02282587635241,r
-65.9446445864214,52.88924172750679,r
0.7746555496112961,-36.50497265330806,r
50.67562414568117,76.89356729137613,r
69.0,47.05045099616804,r
8.441948210046995,-67.96346075389737,r
31.868970879777823,-89.73723346217548,r
57.84937873433425,70.23859121418188,r
-54.034074173710934,24.917561856947895,r
57.9406204999791,-39.053597362556914,r
-44.0,-53.0,r
-13.577281594640183,27.033160312806928,r
10.72077911544254,-47.07386995642917,r
47.11342217353961,51.21664931889558,r
8.616047058379763,-77.99619237890978,r
32.633719578719635,96.6531741061683,r
38.0433625856679,87.18317062328465,r
-95.40678269379406,34.3648460196781,r
-50.119160283090395,49.233454644563224,r
58.331454712700456,-71.70988558148682,r
-49.19673699211471,13.289685158351032,r
25.548225825741152,-82.55175081563162,r
92.92204960831438,86.86095868151439,r
56.238846615180364,40.183820092469105,r
57.42982302564229,70.81155550916424,r
-58.018838320891085,44.274184072648765,r
-14.554267916537484,34.46624784403956,r
23.208167976005612,87.59584534484398,r
-89.06774331338659,36.85297774861752,r
-19.05618907506247,-79.95889770652519,r
108.84778792366981,44.78440168472893,r
-31.070642542465094,-85.48782368720624,r
-53.1426615943831,-82.0,r
50.766990334704204,68.96129536881323,r
57.52168129283395,43.06105687442822,r
-34.394998421682594,-82.69459271066772,r
-49.713992391574656,-83.54511422473017,r
-56.28557521937308,-4.513422179807293,r
-79.59339478853636,26.888950435031663,r
-87.76608177155968,14.264235636489541,r
21.141739480647978,99.53854675619769,r
-22.830391172115384,-81.79208830918225,r
42.50718172836457,24.476641132361607,r
29.883562988019154,-42.30792170973959,r
-99.82876141412855,18.77981960153279,r
59.784462756331486,47.65326662047506,r
62.549376908184584,-2.6790213248600807,r
68.31935614894594,59.99756312250226,r
41.90811690796322,108.38477631085024,r
6.684482475302204,-103.61985373370743,r
-60.0,-81.19098300562506,r
66.5334608659198,136.13647762204022,r
66.5595801415452,35.77809088121659,r
-57.837549313932115,-119.90743390987333,r
-68.36509786282552,9.558218505990435,r
62.64096882920154,40.6078076153743,r
-61.36808057330268,-54.74891399720866,r
-78.75577600239292,-48.191029384083386,r
-39.51343621852176,59.319298125871605,r
-75.39153688314146,-68.60381718868572,r
64.81886146929386,-4.731572873045394,r
18.194070397320978,43.56422128626171,r
-95.62827284806143,-72.64505720925659,r
-56.62241464353127,-9.958886042637214,r
-9.36701384992731,-28.274709367436806,r
-55.90738691426502,47.98294315653468,r
4.025774564669749,-73.13094452494688,r
57.44603224889978,104.9178284305241,r
62.36769941955966,41.763228386117014,r
-64.72521718642597,35.10613580711168,r
-79.47954285762744,-124.65045731007223,r
-30.07307849220527,-82.20926942123238,r
-82.676128742199,4.750107019579241,r
6.929447639179833,-33.68148347421864,r
32.05070721408077,42.7962730064123,r
67.51136308914313,52.17925697602732,r
27.126155740732997,-50.886908691296505,r
85.72253260004996,95.6336587534307,r
64.24038236129724,78.06573725558071,r
81.666851305095,135.79459719244701,r
64.88550323395269,26.201626123751158,r
-53.14563229086642,4.266523076531682,r
81.6088359353498,88.76372742448744,r
-48.380034745327464,20.798635510047294,r
85.15070656712871,55.884930492493616,r
101.07623487078124,58.07370549192595,r
69.85605706101344,112.65057831928078,r
77.323189010723,45.94874012957047,r
-81.49596321166025,-21.554356711664873,r
101.17386661099707,78.06774331338659,r
-29.689110867544656,-89.0,r
34.236865670592664,-10.141634964894386,r
-86.74040362379354,31.326237921249266,r
74.39276427779501,49.26045376146893,r
54.6607260738895,84.5621532777801,r
84.75692404819533,46.43107448733703,r
35.81155550916422,-70.99805307122311,r
4.006104502864984,-88.64026096753472,r
35.74298157505061,36.307267439742915,r
-79.93024310163929,10.188775457103969,r
96.64965047469653,85.9639800721581,r
66.8869086912965,61.21984795369635,r
-62.19339800338651,55.427576893408855,r
39.19456523341897,72.0269118445041,r
0.2734268355659335,-19.76445112870296,r
20.93426274441928,-53.52264231633827,r
-93.16150290220168,-83.67757871041223,r
-60.39073112848927,-118.8201941380976,r
85.24048101231682,83.87766205002423,r
64.01883832089109,112.96206601466776,r
66.0345631283987,75.23422673231755,r
24.773940149306952,58.509166608455644,r
38.623339836069476,56.1126649831675,r
-45.19892823392796,11.828171004688155,r
33.31650893500577,111.5631587712769,r
-6.003963921374977,-61.77624441943004,r
67.8943999880708,112.49756633902888,r
116.64221527878345,41.806351818707334,r
56.83244373599367,93.93923101204884,r
68.19843373900368,41.281496760738236,r
-70.50000000000001,-109.71281292110203,r
-73.94672577328444,-83.48164762671018,r
-70.10613580711168,26.251925334130974,r
-22.774172346055813,26.35903117079846,r
-20.885840942752367,-48.64221286261707,r
95.93422935701525,47.06928484474151,r
-75.96102480415719,-79.83754931393212,r
-36.3484969250327,38.87961173149512,r
-78.5640024629529,1.8274147451499303,r
70.94990949448237,7.275792389271089,r
26.047966283589915,89.21496065635584,r
-51.418750300971276,55.929705872774036,r
-71.22723130415903,-103.51924721614373,r
52.010643118126104,46.35114100916989,r
53.410078963436234,43.32514683696841,r
8.304134495199675,-100.53286729959538,r
74.97982258676865,71.76117340378907,r
-66.95708742994691,-0.9829409593382188,r
